text,label
"Angels Ascend to First-Place Tie With A's (AP) AP - For the first time in over three months, the Angels are back in first place.",1
"Late rally sees Wall Street end week on a positive note US BLUE-chips recovered from an early fall to end higher as a drop in oil prices offset a profit warning from aluminium maker Alcoa, while a rise in Oracle fuelled a rally in technology stocks after a judge rejected a government attempt to block a ",2
"Red Sox Spread Good Feeling Across Nation (AP) AP - It was a pinch-me morning. Did the Boston Red Sox really win the World Series or was it all a sweet dream? Opened the shades, let in the sunlight, blinked at red, gold and orange leaves shimmering against a clear blue sky. It seemed too perfect, too real.",1
"IPod Helps Lift Apple's Fourth-Quarter Profit The iPod helped Apple's profit get up and dance. Apple Computer Inc. reported Wednesday that net income for its fourth fiscal quarter jumped 140 percent from the same period a year ago. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3
"Boston Secures Spot The Red Sox clinch a second straight trip to the playoffs, topping Tampa Bay, 7-3, Monday behind Manny Ramirez's 43rd homer.",1
"Federated Department Stores Posts Profit  NEW YORK (Reuters) - Federated Department Stores Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FD.N target=/stocks/quickinfo/fullquote""&gt;FD.N&lt;/A&gt;, parent of Macy's and Bloomingdale's, posted  higher-than-expected quarterly earnings on Wednesday, as the  company rebounded from the Florida hurricanes.",2
EU set to launch 'transit camps' EU ministers agree to set up five pilot reception centres in Africa to process asylum applications.,0
"California employee pension fund tenders PeopleSoft shares to &lt;b&gt;...&lt;/b&gt; NOVEMBER 19, 2004 (IDG NEWS SERVICE) - The California Employees #39; Retirement System (Calpers) is tendering its 1.5 million PeopleSoft Inc.",2
"Lights! Camera! Beckham! England #39;s most celebrated soccer player, David Beckham, has announced that he will undertake his first major acting role in a film trilogy called  #39;Goal!",1
"46 Killed, 270 Injured In Iraqi Violence Baghdad, Sept. 8 (NNN): Bloody clashes on Tuesday between US forces and Shia militiamen left more than 46 persons, including six US soldiers, dead across Iraq during the past 24 hours, officials said here on Wednesday.",0
"Hurricanes, unrest in Nigeria feed supply concerns SAN FRANCISCO (CBS.MW) -- Fueled by new supply worries in the United States and Nigeria, crude-oil futures made history Monday when the price topped \$50 per barrel late Monday and one analyst said additional disruptions could push prices to \$60 per barrel ",2
Symantec to offer Web-based Norton AntiVirus console The Web console -- to be made available specifically to corporate and enterprise licensees of Norton AntiVirus software -- will allow administrators to distribute virus definitions and product updates on demand.,3
"A serving of football EFL style Can't wait to see the Super Bowl champion New England Patriots look to continue their 15-game winning streak when they host the Indianapolis Colts next Thursday? Gridiron junkies will whet their appetite tomorrow at 7 p.m. at Battis Field in Middleborough, where the Middleboro Cobras and Brockton Buccaneers will tangle for Eastern Football League supremacy.",1
"Cablevision Narrows Loss on Revenue Surge Cablevision Systems Corp. on Tuesday said it narrowed its third-quarter loss as revenue jumped 20 percent, buoyed by subscriber growth.",2
Water and robots on Mars chosen as tops in 2004 Science It #39;s the discovery by two Mars rovers that the Red Planet once had water and possibly could have supported life. That recognition comes today from the journal Science.,3
"Apple unveils super thin iMac in Paris (AFP) AFP - Apple Computers launched the newest version of its iMac model, which at two inches thick, is the world's thinnest desktop computer, the company said.",3
"Signing of Teenage Racer Raises Questions (AP) AP - Next October, Chase Austin will finally be old enough to drive to the grocery store by himself. By then, though, he'll also have a full season of stock car racing under his belt.",1
"Stocks Finish Up, Apple Provides a Lift  NEW YORK (Reuters) - U.S. stocks rose on Monday as a higher  price target for shares of Apple Computer Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AAPL.O target=/stocks/quickinfo/fullquote""&gt;AAPL.O&lt;/A&gt;  prompted enthusiasm for technology stocks and a rally in crude  oil stalled.",2
Keep It in the Family The IRS is gunning for your inherited IRA. Follow these steps to avoid costly penalties.,2
The Next Giant Leap Rendezvous quot; for the docking techniques he developed while at MIT earning his PhD in astronautics. Lessig: Technology over ideology!,3
Pakistan's Musharraf calls for unity against global terrorism (AFP) AFP - Pakistani President Pervez Musharraf kicked off a three-day visit to Italy by calling on the world community to stand united in the fight against global terrorism.,0
Iraqi Interim Government Declares Martial Law  BAGHDAD (Reuters) - Iraq's interim government declared a  state of emergency for 60 days on Sunday to quell violence  gripping the country ahead of January elections.,0
"Four held in anti-terror raids Three of the men were seized in a  quot;pre-planned quot; operation by officers from the Metropolitan Police anti-terrorist branch at a hotel in Brent Cross, north London.",0
"Thailand Shows No Easy War Against Wildlife Crime (Reuters) Reuters - With an AK-47 assault rifle slung over\his shoulder, Sompong Prajobjan roamed one of Thailand's lush\national parks for more than a decade.",3
"Obesity Raises Risk for 9 Different Types of Cancer By LAURAN NEERGAARD    WASHINGTON (AP) -- Heart disease and diabetes get all the attention, but expanding waistlines increase the risk for at least nine types of cancer, too. And with the obesity epidemic showing no signs of waning, specialists say they need to better understand how fat cells fuels cancer growth so they might fight back...",3
"Williams Rejects Deal, Says He Won #39;t Return in 2005 Miami Dolphins tailback Ricky Williams has no immediate plans to resume his NFL career and, at least for now, intends to stay in retirement, according to his attorney.",1
"Pedro Waits to Learn of Yankees' Interest (AP) AP - With an offer in hand from the New York Mets, Pedro Martinez will wait to see what the New York Yankees do before deciding where he'll play next year.",1
"Arafat Meets With Gaza Critic A former Palestinian security minister who could be key to keeping order among rival factions in Gaza after an Israeli pullout held a fence-mending meeting Monday with President Yasser Arafat, officials said.",0
Court rules against state Web-blocking law A Pennsylvania law requiring Internet service providers to block Web sites deemed by the state's prosecuting attorneys to be child pornography has been reversed by a U.S. federal court on free-speech grounds.,3
"Hubris, Caution in Boston as Red Sox Eye Victory (Reuters) Reuters - Giddiness. Paranoia. Arrogance. Caution.\All were on display on Wednesday in Boston as the supposedly\cursed Red Sox moved within one victory of a baseball\championship that has eluded them for 86 years.",1
"Son Is Gone but Fervor Remains After Fallujah After his son's life was ended by an American bullet, an Iraqi insurgent undertook a harrowing escape to a lonely exile in Baghdad, where he waits to fight another day.",0
Thai inquiry over Muslim deaths The Thai prime minister pledges to set up an independent inquiry into the deaths of 78 Muslim protesters in police custody.,0
"Braves 6, Padres 5 Andruw Jones hit a two-run homer off Trevor Hoffman in the ninth inning and the Atlanta Braves threw out the potential tying run at the plate for the final out Wednesday night, preserving a 6-5 come-from-behind win over the San Diego Padres. ",1
"Steeler subs doing their jobs When the New England Patriots rolled into town Sunday afternoon to take on the Pittsburgh Steelers, the final outcome of the football game might have been secondary to some vital information needed by the black and gold as far as the rest of the season is ",1
Instant messaging worm exploits JPEG flaw (InfoWorld) InfoWorld - Security experts have spotted the first attempts to create an Internet worm that propagates using instant messages and exploits a recently disclosed flaw in Microsoft software.,3
Czech Republic Crushes Sweden 6-1 (AP) AP - Milan Hejduk scored two goals as the Czech Republic routed Sweden 6-1 Tuesday night in the quarterfinals of the World Cup of Hockey.,1
"Oil Edges Down, Microsoft Boosts Techs  NEW YORK (Reuters) - Oil prices touched 2-month lows near  \$45 a barrel on Monday before taking back most of their losses,  but the downward trend knocked energy company stocks lower and  U.S. stock indexes ended little changed. A rise in Microsoft  shares helped boost the technology sector.",2
"Arafat was not poisoned Paris - Doctors who treated Palestinian leader Yasser Arafat believe he died of a blood condition called disseminated intravascular coagulation (DIC) and have ruled out poisoning, Le Monde newspaper reported on Wednesday.",0
"Microsoft to make foray into online music (SiliconValley.com) SiliconValley.com - Microsoft makes its long-anticipated entry into the online music market today, marking the first serious challenge to Apple Computer's popular iTunes service.",3
"Sales, Sun surge ahead The Connecticut Sun had an off game last Saturday, when they dropped the opener of their WNBA Eastern Conference semifinal series against the Washington Mystics.",1
"DaimlerChrysler, GM to team up on hybrid engines General Motors and DaimlerChrysler say they #39;re teaming up to develop hybrid technology for use in their vehicles. The two giant automakers say they have signed a memorandum of understanding.",2
"Google Shares, Once Devalued, Just May Be Winners After All Wall Street, which forced Google, the Internet search engine, to sharply lower the price of its shares in its initial public offering in August, has decided that the company is worth a lot more today than it was then.",2
FA Plan New United-Arsenal Talks The Football Association are set to wait until after the conclusion of any disciplinary action against Arsene Wenger before trying to broker a peace summit between Arsenal and Manchester United.,1
Stocks Seen Flat with Oil Above \$52 US stocks looked to open flat on Thursday under pressure from the surge in oil prices and lackluster September sales reports from US retailers.,2
"Hundreds mourn loss of student killed by police during Red Sox &lt;b&gt;...&lt;/b&gt; As hundreds of mourners paid their final respects Tuesday to Victoria Snelgrove, her pastor denounced the raucous fans who prompted police to fire the pepper-spray pellet that killed the college student.",1
"German teenager indicted over Sasser worm Prosecutors in Verden, Germany, indicted an 18-year-old student on Wednesday for allegedly creating the Sasser worm that crashed hundreds of thousands of computers worldwide after spreading at lighting speed over the Internet.",3
Communist Party seeks to win back people #39;s support THE Chinese Communist Party (CCP) has read the writing on the wall and is out to shore up its moral right to keep ruling the country.,0
"Hurricane Worries Boost Oil Prices Worries that Hurricane Ivan will hurt oil production in the Gulf of Mexico boosted oil prices Tuesday. In mid-morning New York trading, oil for future delivery hit \$44.",2
"Space O2 Generator Fails Again Repairs to the oxygen generator onboard the International Space Station seemed to work, but then failed the following day. Astronauts are again limited to backup oxygen supplies. By Amit Asaravala.",3
Half.com to continue at full speed This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half. Online auction giant eBay won #39;t be closing down its Half.,3
"Icahn Takes The High River NEW YORK - Why has Carl Icahn set his sights on the relatively insignificant Mylan Laboratories, a generic drug company with just \$1.5 billion in sales and a \$4.3 billion market cap?",2
"League of Development Major League Soccer plans to start a new league to develop young players, part of its 10-year sponsorship deal with Adidas.",1
"Iraq Blames US-Led Forces for Army Massacre  BAGHDAD (Reuters) - Iraq's U.S.-backed government said on  Tuesday that ""major neglect"" by its American-led allies led to  a massacre of 49 army recruits at the weekend.",0
"Israeli Soldiers Kill Palestinian Gunman in Gaza -Army (Reuters) Reuters - Israeli soldiers shot and killed a\Palestinian gunman on Monday as he approached a military\outpost near a Jewish settlement in the southern Gaza Strip, a\military source said.",0
"Ooh la la, Apple unveils new iMac (SiliconValley.com) SiliconValley.com - Attempting to capitalize on iPod mania, Apple Computer Tuesday unveiled a fast new version of the iMac that it all but touted as a smart accessory for the sexy music players.",3
"Gap, Wild Planet Get Together on Radio Sweatshirt  NEW YORK (Reuters) - Wild Planet, a toy maker known for its  spy gear and adventure gadgets, said on Wednesday it was  teaming up with clothing retailer Gap Inc &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=GPS.N qtype=sym infotype=info qcat=news""&gt;GPS.N&lt;/A&gt; to sell  sweatshirts with FM radios built in at GapKids stores.",3
"Vonage Calls on Linksys for VoIP Linksys will provide broadband-to-phone adapters and, eventually, Wi-Fi equipment.",3
Boston archbishop reveals anguish of closings BOSTON Boston #39;s Archbishop is telling catholics that the church #39;s financial footing is  quot;much worse than people realize.,1
"U.S. Plane Attacks Najaf Rebels as Tanks Near Shrine  NAJAF, Iraq (Reuters) - A U.S. AC-130 gunship attacked  Shi'ite militia positions in the holy Iraqi city of Najaf early  on Monday after tanks reinforced the siege of a shrine at the  center of a nearly three-week insurgency.",0
"Florida Election Supervisors Back Reforms (AP) AP - Florida's 67 county elections supervisors proposed dramatic reforms, including replacing Election Day with 11 days of voting and doing away with voting precincts.",0
"Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6 This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.",3
Megawati kicks off 36th ASEAN economic meeting JAKARTA (Agencies): President Megawati Soekarnoputri opened high-level economic talks between members of the Association of Southeast Asian Nations (ASEAN) on Friday with a warning to ASEAN leaders that they must stay the course on their agreed ,2
"Desert turns into Parks place Annika Sorenstam may be the reigning queen of the LPGA Tour, but its Grace Park who seems to be royalty in the desert these days.",1
"Germany, France support Turkish invitation to EU membership talks (AFP) AFP - Germany and France both support inviting to European Union membership talks at a summit in December in Brussels, Chancellor Gerhard Schroeder said.",0
"New Pakistan cabinet may be sworn in today Islamabad, :A new Cabinet in Pakistan is likely to be sworn in on Monday, two days after Finance Minister Shaukat Aziz was made the country #39;s 23rd Prime Minister.",0
"Home Depot Likes High Oil Rising fuel prices, a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - news - research), the remodeling giant that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher. ",2
"Barrichello Wins Chinese Grand Prix SHANGHAI, China - Rubens Barrichello won the inaugural Chinese Grand Prix on Sunday, taking advantage of Formula One champion Michael Schumacher #39;s disastrous weekend and outlasting runner-up Jenson Button by just over a second.",1
"Software revenue pushes up Oracle #39;s Q2 earnings Oracle Corp. reported second-quarter 2005 earnings that beat analyst expectations on Monday, thanks to new software revenue and continued gains from license updates and product support.",2
